RCP_PARTS_DTLS,RCP_NM,RCP_WAY2,LOW_NA,HIGH_PRO,VEGAN,DIETS,new_train
광어  마리   콜리플라워       감자       양파       시금치       가지    개   단호박    개   당근       우유        소금        후춧가루       ,컬리플라워소스 광어스테이크,굽기,1,1,1,1,"['광어', '콜리플라워', '감자', '양파', '시금치', '가지', '단호박', '당근', '우유', '후춧가루']"
콜라비    개   오미자       무화과       파프리카       피망       쪽파       양파       건새우       다시마       소금      ,콜라비오미자 물김치,기타,1,0,1,1,"['콜라비', '오미자', '무화과', '파프리카', '피망', '쪽파', '양파', '건새우', '다시마']"
닭고기 가슴살         새우 대하   마리   베이컨       마늘       바질      아스파라거스  개   새송이버섯  개   치즈  장   버터       소금        후춧가루       ,크림소스치킨롤,끓이기,1,1,0,0,"['닭고기', '가슴살', '새우', '대하', '베이컨', '마늘', '바질', '아스파라거스', '새송이버섯', '치즈', '버터', '후춧가루']"
표고버섯  개   감자        고수       당근       양파       홍고추  개   녹말     ,표고버섯 감자찜,찌기,1,0,1,1,"['표고버섯', '감자', '고수', '당근', '양파', '홍고추', '녹말']"
새우  마리   오징어       애호박    개   당근       깻잎  장   대추  알   밀가루        찹쌀가루       저염간장       식초       설탕       소금      ,해물애호박 전병말이,굽기,1,0,1,0,"['새우', '오징어', '애호박', '당근', '깻잎', '대추', '밀가루', '찹쌀가루', '저염간장', '식초', '설탕']"
찬밥      닭다리살      감자      통마늘      양파      당근     부추     물       소금        후춧가루     ,찬밥이용닭죽,끓이기,1,1,0,1,"['찬밥', '닭다리살', '감자', '통마늘', '양파', '당근', '부추', '후춧가루']"
감자      느타리버섯      두부     파     물       국멸치     홍고추     건다시마     다진 마늘     소금     ,감자느타리버섯국,끓이기,1,1,1,1,"['감자', '느타리버섯', '두부', '파', '국멸치', '홍고추', '건다시마', '마늘']"
  주재료   민어      쇠고기 양지     다진 마늘        후추        참기름       무      애호박      애느타리버섯      풋 고추     홍고추       쑥갓      대파     생강즙       물       소금        양념장   간 홍고추      간 양파      다진 마늘     국간장       간장       맛술     굵은 고춧가루     고운 고춧가루      ,민어매운탕,끓이기,1,1,0,1,"['민어', '쇠고기', '양지', '마늘', '후추', '참기름', '무', '애호박', '애느타리버섯', '풋', '고추', '홍고추', '쑥갓', '대파', '생강즙', '간', '홍고추', '간', '양파', '마늘', '국간장', '간장', '맛술', '굵은', '고춧가루', '고운', '고춧가루']"
재료 양송이버섯      버터       닭다리살       닭가슴살       아몬드     밀가루       우유       들깻가루       브로콜리       마늘      육수 닭뼈       양파       양송이버섯 밑동      마늘    ,아몬드치킨볼,굽기,1,1,0,1,"['양송이버섯', '버터', '닭다리살', '닭가슴살', '아몬드', '밀가루', '우유', '들깻가루', '브로콜리', '마늘', '육수', '닭뼈', '양파', '양송이버섯', '밑동', '마늘']"
재료 현미       멥쌀       다시마      새우가루       양배추      얇게 썬 쇠고기 부채살        송송 썬 붉은 고추     달래무침 달래       간장       참기름    ,양배추롤,굽기,1,0,0,1,"['현미', '멥쌀', '다시마', '새우가루', '양배추', '얇게', '썬', '쇠고기', '부채살', '썬', '붉은', '고추', '달래무침', '달래', '간장', '참기름']"
재료 피망      파프리카       시금치       저염베이컨      동태포       저염버터       생크림       새싹채소      ,생선베이컨말이,굽기,1,1,0,1,"['피망', '파프리카', '시금치', '저염베이컨', '동태포', '저염버터', '생크림', '새싹채소']"
재료 콩고기       아보카도       바나나       가지      연근       방울토마토       만두피      저염간장양념 저염간장        물       설탕     허브오일드레싱 저염소금      식초      로즈마리      통후추     올리브유       꿀    ,콩고기샐러드,기타,1,0,1,0,"['콩고기', '아보카도', '바나나', '가지', '연근', '방울토마토', '만두피', '저염간장양념', '저염간장', '설탕', '허브오일드레싱', '저염소금', '식초', '로즈마리', '통후추', '올리브유', '꿀']"
재료 수박껍질       토마토       닭가슴살       감자       가지      양파       피망       아스파라거스       퀴노아      리코타치즈     양상추      플레인 요구르트       어린잎채소     복분자소스 복분자       레몬즙     ,퀴노아닭가슴살샐러드,기타,1,0,0,1,"['수박껍질', '토마토', '닭가슴살', '감자', '가지', '양파', '피망', '아스파라거스', '퀴노아', '리코타치즈', '양상추', '플레인', '요구르트', '어린잎채소', '복분자소스', '복분자', '레몬즙']"
재료 바나나        아보카도        토마토        저염베이컨       장  바질가루      마늘       양파       휘핑크림       저염치즈      우유        소금      스파게티면     ,바나나크림파스타,끓이기,1,0,0,0,"['바나나', '아보카도', '토마토', '저염베이컨', '바질가루', '마늘', '양파', '휘핑크림', '저염치즈', '우유', '스파게티면']"
재료 신선초      참나물      취나물      적겨자      깻잎      양파     오이      붉은 고추      풋고추      쌀파스타면       파스타소스 된장      청국장       양파       애호박       으깬 두부      다진 마늘       들기름    ,산채쌀파스타,끓이기,1,0,1,1,"['신선초', '참나물', '취나물', '적겨자', '깻잎', '양파', '오이', '붉은', '고추', '풋고추', '쌀파스타면', '파스타소스', '된장', '청국장', '양파', '애호박', '으깬', '두부', '마늘', '들기름']"
재료 감자       양파       당근       대파      청양고추      팽이버섯      달걀       당면       쑥갓     육수 멸치      황태포      양념 다진 마늘      저염간장      소금        후춧가루      ,황태포당면국수,끓이기,1,0,1,0,"['감자', '양파', '당근', '대파', '청양고추', '팽이버섯', '달걀', '당면', '쑥갓', '육수', '멸치', '황태포', '마늘', '저염간장', '후춧가루']"
재료 마늘       깻잎      쪽파      파프리카       양파       대파      방울토마토       닭가슴살       이태리시즈닝      라면       양념 카레가루      고춧가루      고추장       참기름    ,닭갈비볶음면,볶기,1,0,0,0,"['마늘', '깻잎', '쪽파', '파프리카', '양파', '대파', '방울토마토', '닭가슴살', '이태리시즈닝', '라면', '카레가루', '고춧가루', '고추장', '참기름']"
재료 양파       청경채       두 가지 색 파프리카 각    씩  쪽파       라면       채 썬 돼지고기      양념 다진 마늘      고추기름      설탕      두반장      라면스프    ,오색볶음면,볶기,1,0,0,0,"['양파', '청경채', '두', '가지', '색', '파프리카', '각', '씩', '쪽파', '라면', '채', '썬', '돼지고기', '마늘', '고추기름', '설탕', '두반장', '라면스프']"
재료 새우       조개       홍합       새송이버섯       양파     토마토        라면       우유        생크림        월계수잎     정향      파르메산 치즈가루      파슬리가루    ,로제소스라면,끓이기,1,0,1,0,"['새우', '조개', '홍합', '새송이버섯', '양파', '토마토', '라면', '우유', '생크림', '월계수잎', '정향', '파르메산', '치즈가루', '파슬리가루']"
재료 라면       배       파인애플       파프리카       쇠고기 우둔살       레드와인       매실청       라이스페이퍼      달걀      빵가루       어린잎채소      쇠고기 양념장 생강즙      저염간장       물      다진 양파       다진 파      다진 마늘    ,라면월남쌈튀김,튀기기,1,0,0,0,"['라면', '배', '파인애플', '파프리카', '쇠고기', '우둔살', '레드와인', '매실청', '라이스페이퍼', '달걀', '빵가루', '어린잎채소', '쇠고기', '생강즙', '저염간장', '양파', '파', '마늘']"
재료 라면        쪽파     육수 돼지고기 삼겹살        대파       얇게 썬 생강      가다랑어포     조림양념 저염간장      맛술      흑설탕    ,삼겹살라면,끓이기,1,0,0,0,"['라면', '쪽파', '육수', '돼지고기', '삼겹살', '대파', '얇게', '썬', '생강', '가다랑어포', '조림양념', '저염간장', '맛술', '흑설탕']"
재료 라면       양상추       케일      파프리카       비타민     유자드레싱 식초      레몬즙      유자청       올리브유    ,유자샐러드라면,기타,1,0,1,0,"['라면', '양상추', '케일', '파프리카', '비타민', '유자드레싱', '식초', '레몬즙', '유자청', '올리브유']"
